本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
曾炜,,继祺，常祺,,,中国,广东省立艺术专科学校,,1919年,2007年,中国作家协会,,广东顺德,《早醒的黎明》，《顺德风情》,,曾炜，广东顺德人，中共党员。1943年毕业于广东省立艺术专科学校戏剧文学专业。1939年参加广东青年抗日先锋队，历任广州香港圣心中学、江村师范、东方中学教师，游击区华南文工团创作员，土改队队长，广东省作家协会第二、三、四届理事及第二届副秘书长、第三届秘书长，专业作家，文学创作一级。广东省文联第二、三届委员，中国戏剧家协会广东分会第二、三届理事。1949年开始发表作品。1978年加入中国作家协会。
残雪,,邓小华,,,中国,,汉,1953年5月30日,,作家,,湖南长沙,《山上的小屋》，《苍老的浮云》，《突围表演》，《黄泥街》,,残雪，原名邓小华，女，湖南耒阳人。1970年后历任街道工厂工人，个体裁缝。1985年开始发表作品。1988年加入中国作家协会，先锋派文学代表人物。部分作品在香港和台湾出版，并被译介到日本、法国、意大利、德国和加拿大等国家。1953年5月30日，残雪出生于长沙。2015年，残雪的作品获得美国纽斯达克文学奖提名；获得美国最佳翻译图书奖提名；获得英国伦敦独立外国小说奖提名。
徐坤,,妙玉,,,,中国社会科学院研究生院,,1965/03/05,,,,辽宁沈阳,《白话》，《先锋》，《热狗》,,徐坤，女作家，1965年3月生于辽宁沈阳。文学硕士，曾从事亚太文化文学研究工作，现就职于中国社会科学院文学研究所，中国社会科学院中国现当代文学在读博士生。
叶弥,,,,,中国,,,1964年6月,,作家,,江苏苏州,《香炉山》,,"叶弥，原名周洁，1964年6月生于苏州，中国作家协会会员、中国作家协会第九届全国委员会委员，江苏省作家协会理事，苏州市作家协会副主席，文坛关注的中青年作家，江苏省作家协会首届非驻会签约专业作家，江苏省委宣传部“五个一批”重点培养人才，市作协创作室非驻会专业作家。累计发表作品200余万字，出版有中短篇小说集《成长如蜕》、《钱币的正反面》、《天鹅绒》等,部分作品译至英、美、法、日、俄、德、韩等国。屡获国家级和省级文学奖，其中 《香炉山》2014年8月获第六届鲁迅文学奖短篇小说奖。"
王旭烽,,肖扬，旭峰,,,中国,杭州大学历史系,汉族,1955年2月,,作家,,浙江平湖,《姑娘山速写》,,王旭烽，女，国家一级作家，1955年2月生于浙江平湖，祖籍江苏徐州，1982年毕业于杭州大学历史系，曾在中国茶叶博物馆工作；现任浙江省作家协会副主席。其代表作品《茶人三部曲》获1995年度国家“五个一工程”奖、国家八五计划优秀长篇小说奖、第五届茅盾文学奖。
路遥,,王卫国,,,中国,延安大学,汉族,1949年12月3日,1992年11月17日,作家,,陕北榆林清涧县,《平凡的世界》，《人生》,,路遥，本名王卫国，出生于陕北榆林清涧县，中国当代作家，代表作有长篇小说《平凡的世界》、《人生》等。曾任中国作家协会陕西分会党组成员、副主席。路遥1949年12月3日出生于陕西陕北山区清涧县一个贫困的农民家庭，7岁时因为家里困难被过继给延川县农村的伯父。曾在延川县立中学学习，1969年回乡务农。这段时间里他做过许多临时性的工作，并在农村一小学中教过一年书。1973年进入延安大学中文系学习，其间开始文学创作。大学毕业后，任《陕西文艺》编辑。1980年发表《惊人动魄的一幕》，获得第一届全国优秀中篇小说奖。1982年发表中篇小说《人生》，后被改编为电影。1991年完成百万字的长篇巨著《平凡的世界》，这部小说以其恢宏的气势和史诗般的品格，全景式地表现了改革时代中国城乡的社会生活和人们思想情感的巨大变迁，还未完成即在中央人民电台广播。路遥因此而荣获茅盾文学奖。1992年11月17日，路遥因肝硬化腹水医治无效在西安逝世，年仅42岁。2018年12月18日，党中央、国务院授予路遥同志改革先锋称号，颁授改革先锋奖章，并获评鼓舞亿万农村青年投身改革开放的优秀作家。
林清玄,Lin，Qingxuan,秦情，林漓，林大悲,,,中国,台湾世界新闻专科学校,汉族,1953年2月26日,2019年1月23日,作家，诗人，学者,,中国台湾省高雄旗山,《菩提十书》，《清净之莲》，《桃花心木》，《生命的化妆》，《身心安顿》,,林清玄，生于中国台湾省高雄旗山，毕业于中国台湾世界新闻专科学校。当代作家、散文家、诗人、学者，笔名有秦情、林漓、林大悲、林晚啼、侠安、晴轩、远亭等。林清玄著有散文《查塔卡的杜鹃》，文章《和时间赛跑》、《桃花心木》选入人教版、北师大版小学语文课本。曾任台湾《中国时报》海外版记者、《工商时报》经济记者、《时报杂志》主编等职。他是台湾地区作家中最高产的一位，也是获得各类文学奖最多的一位，也被誉为“当代散文八大作家”之一。2019年1月23日，林清玄去世，享年65岁。
张中行,,张璇，张璿,字仲衡,,中国,北京大学,汉族,1909年1月7日,2006年2月24日,学者，哲学家，散文家,,天津市武清区河北屯镇,《顺生论》,,张中行，原名张璇，学名张璿，字仲衡，河北省香河县河北屯乡石庄人，著名学者、哲学家、散文家。主要从事语文、古典文学及思想史的研究。曾参加编写《汉语课本》、《古代散文选》等。合作编著有《文言文选读》《文言读本续编》；编著有《文言常识》、《文言津逮》、《佛教与中国文学》、《负暄琐话》等。是二十世纪末未名湖畔三雅士之一，与季羡林、金克木合称“燕园三老”。三人又与邓广铭合称“未名四老”。季羡林先生称赞他为“高人、逸人、至人、超人”。
陈所巨,,,,,中华人民共和国,武汉大学,汉族,1947年6月19日,2005年9月24日,作家，诗人,,安徽省桐城市,《父子宰相》，《黑洞幽幽》，《文都墨痕》,,当代著名作家、诗人。生前系中国作家协会会员，一级编剧，享受国务院政府特殊津贴专家。著有《父子宰相》、《黑洞幽幽》、《文都墨痕》、《阳光·土地·人》、《玫瑰海》等著作17部。
季羡林,,希逋，齐奘,,,中国,清华大学,汉族,1911年8月6日,2009年7月11日,著名古文字学家，历史学家，作家，语言学家,,山东省聊城市,《中印文化关系史论集》，《佛教与中印文化交流》，《牛棚杂忆》,"女儿：季婉如
儿子：季承",季羡林，中国山东省聊城市临清人，字希逋，又字齐奘。国际著名东方学大师、语言学家、文学家、国学家、佛学家、史学家、教育家和社会活动家。历任中国科学院哲学社会科学部委员、聊城大学名誉校长、北京大学副校长、中国社会科学院南亚研究所所长，是北京大学的终身教授，与饶宗颐并称为“南饶北季”。早年留学国外，通英文、德文、梵文、巴利文，能阅俄文、法文，尤精于吐火罗文，是世界上仅有的精于此语言的几位学者之一。为“梵学、佛学、吐火罗文研究并举，中国文学、比较文学、文艺理论研究齐飞”，其著作汇编成《季羡林文集》，共24卷。生前曾撰文三辞桂冠：国学大师、学界泰斗、国宝。
冯钟璞,Mary,丰华，任小哲，宗璞,,,中华人民共和国,清华大学外文系,汉族,1928年7月26日,,作家,,北京,《红豆》，《紫藤萝瀑布》，《野葫芦引》，《东藏记》,"女儿：冯珏
父亲：冯友兰
弟弟：冯钟越
姑妈：冯沅君
姑父：陆侃如
叔叔：冯景兰",宗璞，原名冯钟璞，女，1928年出生，当代作家，常用笔名宗璞，笔名另有丰华、任小哲等。中共党员，原籍河南省唐河县，生于北京，著名哲学家冯友兰之女。曾就职于中国社会科学院外国文学研究所。从事小说与散文创作。代表作品有短篇小说《红豆》《弦上的梦》，系列长篇小说《野葫芦引》和散文《紫藤萝瀑布》等。有著作：《三生石》《我是谁》。2018年，其作品《北归记》获奖第三届施耐庵文学奖。
萧红,Xiao，hong,张廼莹，张秀环，悄吟，玲玲，田娣,,,中国,北平大学女子师范学院附属女子中学,汉族,1911年6月1日,1942年1月22日,作家,,黑龙江省哈尔滨市呼兰区,《生死场》，《呼兰河传》，《小城三月》,"丈夫：端木蕻良
前夫：萧军
老师：鲁迅",萧红，中国近现代女作家，“民国四大才女”之一，被誉为“20世纪30年代的文学洛神”。乳名荣华，学名张秀环，后由外祖父改名为张廼莹。笔名萧红、悄吟、玲玲、田娣等。1911年，出生于黑龙江省哈尔滨市呼兰区一个地主家庭，幼年丧母。1932年，结识萧军。1933年，以悄吟为笔名发表第一篇小说《弃儿》。1935年，在鲁迅的支持下，发表成名作《生死场》。1936年，东渡日本，创作散文《孤独的生活》、长篇组诗《砂粒》等。1940年，与端木蕻良同抵香港，之后发表中篇小说《马伯乐》、长篇小说《呼兰河传》等。1942年1月22日，因肺结核和恶性气管扩张病逝于香港，年仅31岁。
徐志摩,,徐章垿,,,中国,杭州一中，英国剑桥大学,汉族,公元1897年1月15日,公元1931年11月19日,诗人，作家,,浙江省嘉兴市海宁市,《再别康桥》，《翡冷翠的一夜》,"妻子：张幼仪
儿子：徐积锴
父亲：徐申如
表弟：金庸
好友：章士钊，胡适",徐志摩，浙江嘉兴海宁硖石人，现代诗人、散文家。原名章垿，字槱森，留学英国时改名志摩。曾经用过的笔名有南湖、诗哲、海谷、谷、大兵、云中鹤、仙鹤、删我、心手、黄狗、谔谔等。新月派代表诗人，新月诗社成员。1915年毕业于杭州一中，先后就读于上海沪江大学、天津北洋大学和北京大学。 1918年赴美国克拉克大学学习银行学。十个月即告毕业，获学士学位，得一等荣誉奖。同年，转入纽约的哥伦比亚大学的研究院，进经济系。1921年赴英国留学，入剑桥大学当特别生，研究政治经济学。在剑桥两年深受西方教育的熏陶及欧美浪漫主义和唯美派诗人的影响。奠定其浪漫主义诗风。1923年成立新月社。1924年任北京大学教授。1926年任光华大学、大夏大学和南京中央大学教授。1930年辞去了上海和南京的职务，应胡适之邀，再度任北京大学教授，兼北京女子师范大学教授。1931年11月19日因飞机失事罹难。代表作品有《再别康桥》《翡冷翠的一夜》。
田汉,,田寿昌,,,中国,日本东京高等师范学校,汉族,1898年3月12日,1968年12月10日,剧作家，戏曲作家，电影编剧，小说家，词作家，诗人,,湖南省长沙县,《义勇军进行曲》，《名优之死》，《关汉卿》，《谢瑶环》,"妻子：安娥
儿子：田申",田汉，本名田寿昌，乳名和儿，笔名有田汉、陈瑜、伯鸿、汉儿倚声、首甲、绍伯、漱人、陈哲生、明高、嘉陵、张坤等。男，汉族，湖南省长沙县人。剧作家、戏曲作家、电影编剧、小说家、词作家、诗人、文艺批评家、文艺活动家，中国现代戏剧三大奠基人之一。他创作歌词的歌曲《万里长城》的第一段后来成为中华人民共和国国歌《义勇军进行曲》的歌词。田汉早年留学日本时曾自署为“中国未来的易卜生”。1968年，田汉在中国文化大革命中不幸被迫害死于狱中。
戴望舒,,戴朝安，戴梦鸥,,,中国,上海大学，复旦大学,汉族,1905年11月15日,1950年2月28日,诗人，翻译家,,浙江杭州,《雨巷》，《我的记忆》,前妻：穆丽娟,戴望舒，男，名承，字朝安，小名海山，浙江杭州人。后曾用笔名梦鸥、梦鸥生、信芳、江思等。中国现代派象征主义诗人、翻译家等。他先后在鸳鸯蝴蝶派的刊物上发表过三篇小说：《债》、《卖艺童子》和《母爱》。曾经和杜衡、张天翼和施蛰存等人成立了一个名谓“兰社”的文学小团体，创办了《兰友》旬刊。1950年戴望舒在北京病逝，享年45岁。
端木蕻良,CaoHanwen,曹汉文,,,中国,清华大学,满族,1912年9月25日,1996年10月5日,作家,,辽宁省昌图县,《科尔沁旗草原》，《大地的海》，《土地的誓言》，《曹雪芹》,妻子：萧红,端木蕻良，原名曹汉文，辽宁省昌图县人。曾任北京市作家协会副主席。1928年入天津南开中学读书。1932年考入清华大学历史系，同年加入“左联”，发表小说处女作《母亲》。1933年开始创作长篇小说《科尔沁旗草原》，1935年完成，成为三十年代东北作家群产生重要影响的力作之一。 1949年新中国成立前夕，端木从香港回到北京。1960年5月与钟耀群结婚。1980年，端木当选为北京市作家协会副主席，1984年当选为中国作家协会理事。1985年，《曹雪芹》中卷出版。1996年10月5日，因病于北京逝世，享年84岁 。主要作品有长篇小说《科尔沁旗草原》《大地的海》《江南风景》《大江》，短篇小说集《土地的誓言》《憎恨》《风陵渡》，童话《星星记》，京剧《戚继光斩子》《除三害》，评剧《罗汉钱》《梁山伯与祝英台》及长篇历史小说集《曹雪芹》等，影响卓著，为世人所流传。同时，文章《土地的誓言》被录用为人教版七年级下册语文教科书第7课和鲁教版六年级下册第16课。
梁实秋,,子佳，秋郎，程淑,实秋,,中国,哈佛大学,汉族,1903年1月6日,1987年11月3日,散文家，文学批评家，翻译家,,北京,,"妻子：程季淑，韩菁清
女儿：梁文茜
好友：郑振铎，胡适",梁实秋，原名梁治华，字实秋，1903年1月6日出生于北京，浙江杭县人。笔名子佳、秋郎、程淑等。中国著名的现当代散文家、学者、文学批评家、翻译家，国内第一个研究莎士比亚的权威，曾与鲁迅等左翼作家笔战不断。一生给中国文坛留下了两千多万字的著作，其散文集创造了中国现代散文著作出版的最高纪录。代表作《莎士比亚全集》等。1923年8月赴美留学，取得哈佛大学文学硕士学位。1926年回国后，先后任教于国立东南大学、国立青岛大学并任外文系主任。1949年到台湾，任台湾师范学院英语系教授。1987年11月3日病逝于台北，享年84岁。
瞿秋白,Qu，Qiubai,瞿霜，瞿爽，瞿双,,,中国,北京俄文专修馆,汉族,1899年1月29日,1935年6月18日,无产阶级革命家，理论家，文学家,,江苏常州,《赤都心史》，《俄乡纪程》，《多余的话》,"妻子：杨之华
前妻：王剑虹
父亲：瞿世玮
继女：瞿独伊",瞿秋白，本名双，后改瞿爽、瞿霜，字秋白，生于江苏常州。中国共产党早期主要领导人之一，伟大的马克思主义者，卓越的无产阶级革命家、理论家和宣传家，中国革命文学事业的重要奠基者之一。1917年秋考入北京俄文专修馆学习。1922年春，正式加入中国共产党。1923年，主编中共中央另一机关刊物《前锋》，参加编辑《向导》。1925年，先后在中共第四、五、六次全国代表大会上当选为中央委员、中央局委员和中央政治局委员，成为中共领袖之一。1927年2月7日，自编《瞿秋白论文集》。1934年任中华苏维埃共和国中央执委会委员、人民教育委员会委员、中华苏维埃共和国中央政府教育部部长等职。1935年2月在福建长汀县被国民党军逮捕，6月18日就义，时年36岁。
胡适,Hu，Shi,胡嗣穈，胡洪骍，胡希疆;洪骍，适之,字希疆,,中国,康奈尔大学，哥伦比亚大学,汉族,1891年12月17日,1962年2月24日,学者，思想家，诗人，史学家，作家,,上海市浦东新区川沙新镇,《胡适论学近著》，《中国哲学史大纲》，《尝试集》，《白话文学史》,"妻子：江冬秀
儿子：胡思杜，胡祖望
前女友：韦莲司，曹诚英
父亲：胡传
母亲：冯顺弟
好友：章士钊，梁实秋",胡适，原名嗣穈，学名洪骍，字希疆，笔名胡适，字适之。著名思想家、文学家、哲学家。徽州绩溪人，以倡导“白话文”、领导新文化运动闻名于世。幼年就读于家乡私塾，19岁考取庚子赔款官费生，留学美国，师从哲学家约翰·杜威，1917年夏回国，受聘为北京大学教授。1918年加入《新青年》编辑部，大力提倡白话文，宣扬个性解放、思想自由，与陈独秀同为新文化运动的领袖。他的文章从创作理论的角度阐述新旧文学的区别，提倡新文学创作，翻译法国都德、莫泊桑、挪威易卜生的部分作品，又率先从事白话文学的创作。他于1917年发表的白话诗是现代文学史上的第一批新诗。“五四运动”后，同李大钊、陈独秀等接受马克思主义的知识分子分道扬镳，由“问题与主义之争”开其端，倡导改良，从此改变了他“20年不谈政治；20年不干政治”的态度。他于1920年代办《努力周报》，1930年代办《独立评论》，1940年代办“独立时论社”。1938～1942年出任中华民国驻美大使。1939年获得诺贝尔文学奖的提名。1946～1948年任北京大学校长。1949年去美国。1952年返台，1957年始任中央研究院院长。1962年在台北病逝。胡适一生的学术活动主要在文学、哲学、史学、考据学、教育学、红学几个方面，主要著作有《中国哲学史大纲》、《尝试集》、《白话文学史》和《胡适文存》等。他在学术上影响最大的是提倡“大胆地假设、小心地求证”的治学方法。
刘半农,,刘复，刘寿彭,,,中国,巴黎大学,汉族,1891年5月29日,1934年7月14日,文学家，语言学家，教育家,,江苏江阴,《扬鞭集》，《瓦釜集》,弟弟：刘北茂，刘天华,刘半农，江苏江阴人，原名寿彭，后名复，初字半侬，后改半农，晚号曲庵，中国新文化运动先驱，文学家、语言学家和教育家。清宣统三年曾参加辛亥革命，民国元年后在上海以向鸳鸯蝴蝶派报刊投稿为生。民国六年到北京大学任法科预科教授，并参与《新青年》杂志的编辑工作，积极投身文学革命，反对文言文，提倡白话文。民国九年到英国伦敦大学的大学院学习实验语音学，民国十年夏转入法国巴黎大学学习。1925年获得法国国家文学博士学位，所著《汉语字声实验录》，荣获法国康士坦丁·伏尔内语言学专奖。民国十四年秋回国，任北京大学国文系教授，讲授语音学。民国二十三年在北京病逝。主要作品有诗集《扬鞭集》、《瓦釜集》和《半农杂文》。  
废名,,冯文炳,,,中国,北京大学,,1901.11.09,1967.10.7,作家,,湖北黄梅,《桥》，《莫须有先生传》,,废名，原名冯文炳，20世纪中国文学史上最有影响力的文学家之一，曾为语丝社成员，师从周作人，在文学史上被视为“京派文学”的鼻祖。1925年出版的《竹林的故事》是他的第一本小说集，其后，相继创作有长篇小说《莫须有先生传》 、《桥》、《莫须有先生坐飞机以后》以及短篇小说、散文、诗歌若干，且后三者皆有极高的造诣。废名的小说以“散文化”闻名，将六朝文、唐诗、宋词以及现代派等观念熔于一炉，并加以实践，文辞简约幽深，兼具平淡朴讷和生辣奇僻之美。
鲁彦,,王衡，王鲁彦，返我，王燮,,,中国,,,1901年,,小说家，翻译家,,,,,鲁彦，浙江镇海人，原名王燮 臣，又名王衡、王鲁彦、返我。著名乡土小说家、翻译家。
庐隐,,"黄英,黄淑仪",,,中国,女子师范学校,汉,1898年5月4日,1934年5月13日,作家,,福建省闽侯县城内,《地上的乐园》，《曼丽》，《灵海潮汐》,丈夫：李唯建,庐隐原名黄淑仪，又名黄英，福建省闽侯县南屿乡人。笔名庐隐，有隐去庐山真面目的意思。五四时期著名的作家，与冰心、林徽因齐名并被称为“福州三大才女”。2003年美国哥伦比亚大学出版的《女作家在现代中国》之中，与萧红、苏雪林和石评梅等人并列为18个重要的现代中国女作家之一。
李金发,,李淑良,,,中国,,汉族,1900,1976,,,广东梅县,《微雨》，《食客与凶年》，《为幸福而歌》,,李金发，原名李淑良，广东梅县人。早年就读于香港圣约瑟中学，后至上海入南洋中学留法预备班。1919年赴法勤工俭学，1921年就读于第戎美术专门学校和巴黎帝国美术学校。李金发于1925年至1927年出版的《微雨》，《为幸福而歌》，《食客与凶年》，是中国早期象征诗派的代表作，为中国新诗艺术的发展进行了有益的探索和尝试。
殷夫,,徐白，孝杰，徐祖华，白莽,,,中国,同济大学,,1910年6月11日,1931年2月7日,职业革命者，诗人,,浙江省象山县,《孩儿塔》，《殷夫选集》，《殷夫集》,哥哥：徐培根,殷夫，原名徐白，谱名孝杰，小名徐柏庭，学名徐祖华，又名白莽，浙江象山人。读书时先后用过徐白、徐文雄等学名，笔名有徐殷夫、白莽、文雄白、任夫、殷孚、沙菲、沙洛、洛夫、Lven等，中国共产党员，中国无产阶级的优秀诗人，左联五烈士之一。殷夫主要作品有《孩儿塔》《殷夫选集》《殷夫集》《别了，哥哥》《血字》《伏尔加的黑浪》《一百零七个》，同时，他还在《列宁青年》杂志上发表了许多政论性文章。
张天翼,,张元定,字汉弟，号一之,,中华人民共和国,北京大学,汉族,1906年9月26日,1985年4月28日,作家,,江苏省南京市,《大林和小林》，《宝葫芦的秘密》，《华威先生》,姐夫：邵元冲，竺可桢,张天翼，中国当代作家。学名张元定，字汉弟，号一之，笔名张天净、铁池翰等。祖籍湖南省湘乡县东山乡双泉村，出生于南京，在杭州读完小学和初中，1925年秋到北京，次年考入北京大学。1929年正式开始职业写作生涯，1931年加入左联，抗战爆发后，一直在长沙等地从事抗日救亡工作和文艺活动。解放后历任中央文学讲习所副主任、中国文联委员、中国作协书记处书记、《人民文学》主编等职。代表作有童话《大林与小林》《宝葫芦的秘密》《秃秃大王》，小说《华威先生》《鬼土日记》等。他的童话在儿童文学史上占有重要位置。
阿英,,钱杏村,,,中国,,,1900年,1977年6月17日,作家，文学理论家,,安徽芜湖,《李闯王》，《碧血花》，《阿英文集》,合作人：孟超,阿英 ，安徽芜湖人。即钱杏邨，原名钱德富，又名钱德赋。主要笔名还有钱谦吾﹑张若英﹑阮无名﹑鹰隼﹑魏如晦等。1926年参加中国共产党，1927年从芜湖逃亡到武汉后到上海，长期从事革命文艺活动，与蒋光慈等发起组织“太阳社”，编辑《太阳月刊》、《海风周报》等。抗日战争期间，在上海从事救亡文艺活动，曾任《救亡日报》编委，《文献》杂志主编。1941年去苏北参加新四军革命文艺工作，并参与宣传、统战工作的领导。
刘大白,,白屋,,,中国,,汉族,1880年10月2日,1932年2月13日,诗人，文学史家,,浙江绍兴,《旧梦》，《卖布谣》,,刘大白，中国诗人，原名金庆棪，后改姓刘，名靖裔，字大白，别号白屋。浙江绍兴人。与鲁迅先生是同乡好友，现代著名诗人，文学史家。曾东渡日本，南下印尼，接受先进思想。先后在省立诸暨中学、浙江第一师范、上海复旦大学执教数十余年。1919年他应经亨颐之聘在浙一师与陈望道、夏丏尊、李次九一起改革国语教育，被称为“四大金刚”。后任教育部秘书、常务次长，中央政治会议秘书等职。二十年代，他曾莅校考察并讲学。1925年为复旦大学校歌作词。复旦校歌歌词介于文言与白话之间，兼取两者优处，由复旦师生传唱至今。
汪静之,,,,,中国,浙江省第一师范学校,汉族,1902.7.20,1996.10.10,作家,,安徽绩溪,《新潮》，《小说月报》,女友：傅慧贞,汪静之，安徽绩溪人。农工党成员。大学毕业。1921年起在《新潮》、《小说月报》、《诗》、《新青年》等杂志发表新诗，与潘漠华、应修人、冯雪峰创立湖畔诗社，曾任武昌旅鄂湖南中学、保定育德中学、安徽第二农业学校国文教师，北伐军总司令部政治部编纂人员，《革命军日报》、《劳工月刊》编辑，上海建设大学、安徽大学、暨南大学中文系教授，商务印书馆特约编辑，国民党中央军校广州分校国文教官，江苏学院、复旦大学中文系教授，人民文学出版社编辑。浙江省文联委员，中国作家协会浙江分会顾问。1925年开始发表作品。
沙汀,,杨朝熙,,,中国,四川省立第一师范学校,汉,1904,1992年12月14日,作家,,四川安县,《还乡记》，《淘金记》,,沙汀作家。原名杨朝熙，四川绵阳安州区人士。在成都毕业于四川省立第一师范学校，参加中共组织领导的革命活动。抗战后任教于成都协进中学。历任西南文联副主任，中国作协创作委员会副主任，四川省文联主席，中国作协四川分会主席，中国社会科学院文学研究所所长，中国作协第二届理事和第三、四届副主席，中国文联第二至四届委员。是第一至三届全国人大代表，第五、六届全国政协委员。主要著作还有长篇小说《困兽记》、《还乡记》，短篇小说《在其香居茶馆里》、《老邬》，中篇小说《木鱼山》等。有《沙汀选集》。
席慕蓉,,萧瑞，漠蓉,,,中国,比利时布鲁塞尔皇家艺术学院,蒙古族,1943年10月15日,,散文家，诗人，画家，美术系教授,,重庆,《前尘·昨夜·此刻》，《七里香》，《有一首歌》，《心灵的探索》，《时光九篇》,"丈夫：刘海北
老师：陈慧坤",席慕蓉，蒙古族，全名穆伦·席连勃，当代画家、诗人、散文家。原籍内蒙古察哈尔部。1963年，席慕蓉台湾师范大学美术系毕业，1966年在比利时布鲁塞尔皇家艺术学院完成进修，获得比利时皇家金牌奖、布鲁塞尔市政府金牌奖等多项奖项。著有诗集、散文集、画册及选本等五十余种，《七里香》、《无怨的青春》、《一棵开花的树》等诗篇脍炙人口，成为经典。席慕容的作品多写爱情、人生、乡愁，写得极美，淡雅剔透，抒情灵动，饱含着对生命的挚爱真情，影响了整整一代人的成长历程。2017年12月，席慕蓉作词、吕学东作曲、姜丽娜演唱《故乡的歌》获第十届中国金唱片奖民族类最佳原创单曲奖。
顾城,Gu，Cheng,童话诗人,,,中国,,汉族,1956年9月24日,1993年10月8日,诗人,,北京,《一代人》，《英儿》，《白昼的月亮》，《黑眼睛》，《我是一个任性的孩子》,"妻子：谢烨
父亲：顾工",顾城，男，原籍上海，1956年9月24日生于北京一个诗人之家，中国朦胧诗派的重要代表，被称为当代的“唯灵浪漫主义”诗人。顾城在新诗、旧体诗和寓言故事诗上都有很高的造诣，其《一代人》中的一句“黑夜给了我黑色的眼睛/我却用它寻找光明”成为中国新诗的经典名句。顾城17岁开始写作生涯，给各个报社杂志投稿。1987年开始游历欧洲做文化交流，1988年便隐居新西兰激流岛，过自给自足的生活，1993年10月8日在其新西兰寓所因婚变，用斧头砍伤妻子谢烨后自缢于一棵大树之下，谢烨随后不治身亡。
郑愁予,,郑文韬,,,中国,台湾中兴大学,,1933年,,诗人，中国海洋大学驻校作家,,山东济南,《错误》，《水手刀》,,郑愁予，原名郑文韬，祖籍河北宁河，1933年生于山东济南，当代诗人。台湾中兴大学毕业，中国海洋大学驻校作家。他的《错误》、《水手刀》、《残堡》、《小小的岛》、《情妇》、《如雾起时》等诗，不仅令人着迷，而且使人陶醉。被称为“浪子诗人”，“中国的中国诗人”。
林徽因,Phyllis，Lin,林徽音,,,中国,美国宾州大学美术学院,汉族,1904年6月10日,1955年4月1日,建筑学家，作家，诗人,,浙江杭州,《你是人间四月天》，《莲灯》，《九十九度中》，《谁爱这不息的变幻》，《深夜里听到乐声》,"丈夫：梁思成
女儿：梁再冰
父亲：林长民
爷爷：林孝恂
公公：梁启超
婆婆：李蕙仙
姑父：卓定谋，林尹民
侄女：林璎",林徽因，汉族，福建闽县人，出生于浙江杭州。原名林徽音，其名出自“《诗·大雅·思齐》：大姒嗣徽音，则百斯男”。后因常被人误认为当时一男作家“林徽音”，故改名为“徽因”。中国著名建筑师、诗人和作家，人民英雄纪念碑和中华人民共和国国徽深化方案的设计者之一、建筑学家梁思成的第一任妻子。二十世纪三十年代初，同梁思成一起用现代科学方法研究中国古代建筑，成为这个学术领域的开拓者，后来在这方面获得了巨大的学术成就，为中国古代建筑研究奠定了坚实的科学基础。文学上，著有散文、诗歌、小说、剧本、译文和书信等，代表作《你是人间四月天》、《莲灯》、《九十九度中》等。其中，《你是人间四月天》最为大众熟知，广为传诵。
海子,,查海生,,,中国,北京大学法律系,汉族,1964年3月24日,1989年3月26日,诗人，教师,,安徽省怀宁县,《面朝大海，春暖花开》，《五月的麦地》，《以梦为马》,同学：骆一禾,海子，原名查海生，出生于安徽省怀宁县高河镇查湾村，当代青年诗人。海子在农村长大，1979年15岁时考入北京大学法律系，1982年大学期间开始诗歌创作，1983年自北大毕业后分配至北京中国政法大学哲学教研室工作，1989年3月26日在山海关附近卧轨自杀，年仅25岁。海子1983年自北京大学毕业后分配至中国政法大学哲学教研室工作，1984年创作成名作《亚洲铜》和《阿尔的太阳》，第一次使用“海子”作为笔名。从1982年至1989年不到7年的时间里，海子创作了近200万字的作品，出版了《土地》、《海子、骆一禾作品集》、《海子的诗》和《海子诗全编》等等。在诗人生命里，从1984年的《亚洲铜》到1989年3月14日的最后一首诗《春天，十个海子》，海子创造了近200万字的诗歌、诗剧、小说、论文和札记。比较著名的有《亚洲铜》、《麦地》、《以梦为马》、《黑夜的献诗——献给黑夜的女儿》等。
芒克,,姜世伟,,,中国,,,1950年11月16日,,文学，诗人,,沈阳,《心事》，《阳光中的向日葵》，《没有时间的时间》,,芒克，1950年11月出生。朦胧诗人的代表之一，生于沈阳，1956年全家迁到北京市。1969年到河北省白洋淀插队。1978年底与北岛共同创办文学刊物《今天》，并出版了处女诗集《心事》。1987年与唐晓渡、杨炼组织了“幸存者诗歌俱乐部”，并出版刊物《幸存者》。诗集有《阳光中的向日葵》《芒克诗选》《没有时间的时间 》《今天是哪一天》《芒克的诗歌》，长篇小说《野事》，随笔集《瞧，这些人》。作品被翻译成英、法、意大利、德、西班牙、荷兰、瑞典、日文等。曾应邀访问过法国、意大利、英国、西班牙、荷兰、澳大利亚、美国、瑞典、古巴和日本等国进行学术交流。现居北京，从事写作和油画创作。
杨炼,Yang，Lian,,,,中国,,,1955年,,诗人,,瑞士伯尔尼,《大海停止之处》，《同心圆》,,杨炼，当代著名诗人。1955年出生于瑞士伯尔尼，6岁时回到北京，是朦胧诗的代表人物之一；1974年高中毕业后，在北京昌平县插队，之后开始写诗，并成为《今天》杂志的主要作者之一。1983年，杨炼以长诗《诺日朗》出名，1988年被中国内地读者推选为“十大诗人”之一，同年在北京与芒克、多多等创立“幸存者诗歌俱乐部”。现定居伦敦，继续从事文学创作。
